n-gram,count
"('written', 'parentheses', 'like')",1
"('parentheses', 'like', 'gai')",1
"('like', 'gai', 'trying')",1
"('gai', 'trying', 'answer')",1
"('trying', 'answer', 'prompt')",1
"('answer', 'prompt', 'sense')",1
"('prompt', 'sense', 'human')",1
"('sense', 'human', 'heard')",1
"('human', 'heard', 'gai')",1
"('heard', 'gai', 'good')",1
"('gai', 'good', 'creative')",1
"('good', 'creative', 'writing')",1
"('creative', 'writing', 'creative')",1
"('writing', 'creative', 'language')",1
"('creative', 'language', 'standardised')",1
"('language', 'standardised', 'variation')",1
"('standardised', 'variation', 'gai')",1
"('variation', 'gai', 'prompted')",1
"('gai', 'prompted', 'create')",1
"('prompted', 'create', 'type')",1
"('create', 'type', 'written')",1
"('type', 'written', 'human')",1
"('written', 'human', 'likely')",1
"('human', 'likely', 'think')",1
"('likely', 'think', 'standardised')",1
"('think', 'standardised', 'variety')",1
"('standardised', 'variety', 'generic')",1
"('variety', 'generic', 'suppose')",1
"('generic', 'suppose', 'appear')",1
"('suppose', 'appear', 'having')",1
"('appear', 'having', 'written')",1
"('having', 'written', 'based')",1
"('written', 'based', 'llm')",1
"('based', 'llm', 'gai')",1
"('llm', 'gai', 'relate')",1
"('gai', 'relate', 'real')",1
"('relate', 'real', 'world')",1
"('real', 'world', 'feelings')",1
"('world', 'feelings', 'firsr')",1
"('feelings', 'firsr', 'generic')",1
"('firsr', 'generic', 'non')",1
"('generic', 'non', 'personal')",1
"('non', 'personal', 'second')",1
"('personal', 'second', 'sounds')",1
"('second', 'sounds', 'like')",1
"('sounds', 'like', 'real')",1
"('like', 'real', 'world')",1
"('real', 'world', 'story')",1
"('world', 'story', 'difficult')",1
"('story', 'difficult', 'guess')",1
"('difficult', 'guess', 'creative')",1
"('guess', 'creative', 'llms')",1
"('creative', 'llms', 'tend')",1
"('llms', 'tend', 'use')",1
"('tend', 'use', 'lists')",1
"('use', 'lists', 'things')",1
"('lists', 'things', 'example')",1
"('things', 'example', 'humor')",1
"('example', 'humor', 'conflict')",1
"('humor', 'conflict', 'overall')",1
"('conflict', 'overall', 'meaning')",1
"('overall', 'meaning', 'descriptions')",1
"('meaning', 'descriptions', 'phrases')",1
"('descriptions', 'phrases', 'like')",1
"('phrases', 'like', 'chosen')",1
"('like', 'chosen', 'script')",1
"('chosen', 'script', 'strange')",1
"('script', 'strange', 'human')",1
"('strange', 'human', 'use')",1
"('human', 'use', 'definitive')",1
"('use', 'definitive', 'advice')",1
"('definitive', 'advice', 'relatively')",1
"('advice', 'relatively', 'specific')",1
"('relatively', 'specific', 'certain')",1
"('specific', 'certain', 'situation')",1
"('certain', 'situation', 'bracketed')",1
"('situation', 'bracketed', 'portions')",1
"('bracketed', 'portions', 'little')",1
"('portions', 'little', 'odd')",1
"('little', 'odd', 'sign')",1
"('odd', 'sign', 'machine')",1
"('sign', 'machine', 'generation')",1
"('machine', 'generation', 'addition')",1
"('generation', 'addition', 'human')",1
"('addition', 'human', 'mention')",1
"('human', 'mention', 'frankenstein')",1
"('mention', 'frankenstein', 'strange')",1
"('frankenstein', 'strange', 'generally')",1
"('strange', 'generally', 'considered')",1
"('generally', 'considered', 'gothic')",1
"('considered', 'gothic', 'novel')",1
"('gothic', 'novel', 'strange')",1
"('novel', 'strange', 'mention')",1
"('strange', 'mention', 'context')",1
"('mention', 'context', 'switched')",1
"('context', 'switched', 'considering')",1
"('switched', 'considering', 'gothic')",1
"('considering', 'gothic', 'genre')",1
"('gothic', 'genre', 'subversive')",1
"('genre', 'subversive', 'backing')",1
"('subversive', 'backing', 'point')",1
"('backing', 'point', 'simply')",1
"('point', 'simply', 'cut')",1
"('simply', 'cut', 'point')",1
"('cut', 'point', 'finished')",1
"('point', 'finished', 'typically')",1
"('finished', 'typically', 'machine')",1
"('typically', 'machine', 'generated')",1
"('machine', 'generated', 'good')",1
"('generated', 'good', 'sense')",1
"('good', 'sense', 'structure')",1
"('sense', 'structure', 'machine')",1
"('structure', 'machine', 'generated')",1
"('tends', 'output', 'long')",1
"('output', 'long', 'lists')",1
"('long', 'lists', 'seen')",1
"('lists', 'seen', 'particularly')",1
"('seen', 'particularly', 'obvious')",1
"('particularly', 'obvious', 'output')",1
"('obvious', 'output', 'lists')",1
"('output', 'lists', 'machine')",1
"('lists', 'machine', 'generated')",1
"('tends', 'output', 'common')",1
"('output', 'common', 'denominator')",1
"('common', 'denominator', 'types')",1
"('denominator', 'types', 'prompts')",1
"('types', 'prompts', 'generally')",1
"('prompts', 'generally', 'use')",1
"('generally', 'use', 'specialist')",1
"('use', 'specialist', 'language')",1
"('specialist', 'language', 'asked')",1
"('language', 'asked', 'generate')",1
"('asked', 'generate', 'uses')",1
"('generate', 'uses', 'overly')",1
"('uses', 'overly', 'dramatic')",1
"('overly', 'dramatic', 'language')",1
"('dramatic', 'language', 'repeats')",1
"('language', 'repeats', 'grammatical')",1
"('repeats', 'grammatical', 'mistakes')",1
"('grammatical', 'mistakes', 'oxford')",1
"('mistakes', 'oxford', 'commas')",1
"('oxford', 'commas', 'written')",1
"('commas', 'written', 'plainly')",1
"('written', 'plainly', 'strange')",1
"('plainly', 'strange', 'grammar')",1
"('strange', 'grammar', 'indicative')",1
"('grammar', 'indicative', 'poor')",1
"('indicative', 'poor', 'english')",1
"('poor', 'english', 'language')",1
"('english', 'language', 'skills')",1
"('language', 'skills', 'slightly')",1
"('skills', 'slightly', 'crappy')",1
"('slightly', 'crappy', 'mg')",1
"('crappy', 'mg', 'lack')",1
"('mg', 'lack', 'punctuation')",1
"('lack', 'punctuation', 'adjectives')",1
"('punctuation', 'adjectives', 'feel')",1
"('adjectives', 'feel', 'human')",1
"('human', 'like', 'feels')",1
"('like', 'feels', 'unnatural')",1
"('feels', 'unnatural', 'state')",1
"('unnatural', 'state', 'exactly')",1
"('state', 'exactly', 'parts')",1
"('exactly', 'parts', 'positive')",1
"('parts', 'positive', 'speech')",1
"('positive', 'speech', 'written')",1
"('speech', 'written', 'correctly')",1
"('written', 'correctly', 'confidence')",1
"('correctly', 'confidence', 'clear')",1
"('confidence', 'clear', 'positive')",1
"('clear', 'positive', 'feedback')",1
"('positive', 'feedback', 'constructive')",1
"('feedback', 'constructive', 'criticism')",1
"('constructive', 'criticism', 'stars')",1
"('criticism', 'stars', 'words')",1
"('stars', 'words', 'hint')",1
"('words', 'hint', 'ai')",1
"('hint', 'ai', 'formatting')",1
"('ai', 'formatting', 'carried')",1
"('formatting', 'carried', 'successfully')",1
"('carried', 'successfully', 'lack')",1
"('successfully', 'lack', 'emotion')",1
"('lack', 'emotion', 'common')",1
"('emotion', 'common', 'experiences')",1
"('common', 'experiences', 'writing')",1
"('experiences', 'writing', 'formal')",1
"('writing', 'formal', 'making')",1
"('formal', 'making', 'human')",1
"('making', 'human', 'like')",1
"('human', 'like', 'adjectives')",1
"('like', 'adjectives', 'emotion')",1
"('adjectives', 'emotion', 'like')",1
"('emotion', 'like', 'ai')",1
"('like', 'ai', 'easier')",1
"('ai', 'easier', 'understand')",1
"('easier', 'understand', 'believe')",1
"('understand', 'believe', 'specific')",1
"('believe', 'specific', 'potentially')",1
"('specific', 'potentially', 'slightly')",1
"('potentially', 'slightly', 'unnecessary')",1
"('slightly', 'unnecessary', 'facts')",1
"('unnecessary', 'facts', 'lean')",1
"('facts', 'lean', 'ai')",1
"('lean', 'ai', 'phrase')",1
"('ai', 'phrase', 'communication')",1
"('phrase', 'communication', 'conveyed')",1
"('pragmatic', 'analysis', 'roundabout')",1
"('analysis', 'roundabout', 'literal')",1
"('roundabout', 'literal', 'sense')",1
"('literal', 'sense', 'chosen')",1
"('sense', 'chosen', 'script')",1
"('chosen', 'script', 'focuses')",1
"('script', 'focuses', 'episode')",1
"('focuses', 'episode', 'clarifications')",1
"('episode', 'clarifications', 'parentheses')",1
"('clarifications', 'parentheses', 'tone')",1
"('parentheses', 'tone', 'feels')",1
"('tone', 'feels', 'impersonal')",1
"('feels', 'impersonal', 'generic')",1
"('impersonal', 'generic', 'unlike')",1
"('generic', 'unlike', 'actual')",1
"('unlike', 'actual', 'realistic')",1
"('actual', 'realistic', 'response')",1
"('realistic', 'response', 'makes')",1
"('response', 'makes', 'thought')",1
"('makes', 'thought', 'understandable')",1
"('thought', 'understandable', 'case')",1
"('understandable', 'case', 'uses')",1
"('case', 'uses', 'larger')",1
"('uses', 'larger', 'words')",1
"('larger', 'words', 'adeptly')",1
"('words', 'adeptly', 'somewhat')",1
"('adeptly', 'somewhat', 'blunt')",1
"('somewhat', 'blunt', 'unnecessary')",1
"('blunt', 'unnecessary', 'way')",1
"('unnecessary', 'way', 'llm')",1
"('way', 'llm', 'generated')",1
"('llm', 'generated', 'close')",1
"('generated', 'close', 'contains')",1
"('close', 'contains', 'list')",1
"('contains', 'list', 'loosely')",1
"('list', 'loosely', 'related')",1
"('loosely', 'related', 'concepts')",1
"('related', 'concepts', 'contained')",1
"('concepts', 'contained', 'subject')",1
"('contained', 'subject', 'matter')",1
"('subject', 'matter', 'common')",1
"('matter', 'common', 'pattern')",1
"('common', 'pattern', 'llm')",1
"('pattern', 'llm', 'generated')",1
"('llm', 'generated', 'contains')",1
"('generated', 'contains', 'unnaturally')",1
"('contains', 'unnaturally', 'short')",1
"('unnaturally', 'short', 'sentences')",1
"('short', 'sentences', 'natural')",1
"('sentences', 'natural', 'indicate')",1
"('natural', 'indicate', 'experienced')",1
"('indicate', 'experienced', 'writer')",1
"('experienced', 'writer', 'uses')",1
"('writer', 'uses', 'unnecessarily')",1
"('uses', 'unnecessarily', 'abstract')",1
"('unnecessarily', 'abstract', 'wording')",1
"('abstract', 'wording', 'word')",1
"('wording', 'word', 'delved')",1
"('word', 'delved', 'broadly')",1
"('delved', 'broadly', 'soundds')",1
"('broadly', 'soundds', 'weird')",1
"('soundds', 'weird', 'b1')",1
"('weird', 'b1', 'english')",1
"('b1', 'english', 'learner')",1
"('english', 'learner', 'english')",1
"('learner', 'english', 'learner')",1
"('english', 'learner', 'b1')",1
"('learner', 'b1', 'level')",1
"('b1', 'level', 'looks')",1
"('level', 'looks', 'like')",1
"('looks', 'like', 'generated')",1
"('like', 'generated', 'ai')",1
"('generated', 'ai', 'asked')",1
"('ai', 'asked', 'create')",1
"('asked', 'create', 'b1')",1
"('create', 'b1', 'level')",1
"('b1', 'level', 'english')",1
"('level', 'english', 'learner')",1
"('english', 'learner', 'sounds')",1
"('learner', 'sounds', 'human')",1
"('sounds', 'human', 'direct')",1
"('human', 'direct', 'elaborated')",1
"('direct', 'elaborated', 'sounds')",1
"('elaborated', 'sounds', 'person')",1
"('sounds', 'person', 'talking')",1
"('person', 'talking', 'subject')",1
"('talking', 'subject', 'sounds')",1
"('subject', 'sounds', 'human')",1
"('sounds', 'human', 'says')",1
"('human', 'says', 'chose')",1
"('says', 'chose', 'public')",1
"('chose', 'public', 'ai')",1
"('public', 'ai', 'probably')",1
"('ai', 'probably', 'said')",1
"('probably', 'said', 'chosen')",1
"('said', 'chosen', 'elaborated')",1
"('chosen', 'elaborated', 'sounds')",1
"('elaborated', 'sounds', 'like')",1
"('like', 'ai', 'generated')",1
"('ai', 'generated', 'difficult')",1
"('generated', 'difficult', 'piick')",1
"('difficult', 'piick', 'ai')",1
"('piick', 'ai', 'sounds')",1
"('sounds', 'like', 'tutorial')",1
"('like', 'tutorial', 'texts')",1
"('tutorial', 'texts', 'reads')",1
"('texts', 'reads', 'user')",1
"('reads', 'user', 'profficient')",1
"('user', 'profficient', 'writing')",1
"('profficient', 'writing', 'use')",1
"('writing', 'use', 'multiple')",1
"('use', 'multiple', 'comparisons')",1
"('multiple', 'comparisons', 'use')",1
"('comparisons', 'use', 'person')",1
"('use', 'person', 'provides')",1
"('person', 'provides', 'feeling')",1
"('provides', 'feeling', 'user')",1
"('feeling', 'user', 'ai')",1
"('user', 'ai', 'harder')",1
"('ai', 'harder', 'understand')",1
"('harder', 'understand', 'ai')",1
"('understand', 'ai', 'usually')",1
"('ai', 'usually', 'produces')",1
"('usually', 'produces', 'reads')",1
"('produces', 'reads', 'english')",1
"('reads', 'english', 'student')",1
"('english', 'student', 'profficient')",1
"('student', 'profficient', 'english')",1
"('profficient', 'english', 'attempting')",1
"('english', 'attempting', 'boast')",1
"('attempting', 'boast', 'uniqueness')",1
"('boast', 'uniqueness', 'way')",1
"('uniqueness', 'way', 'writing')",1
"('way', 'writing', 'reads')",1
"('writing', 'reads', 'provided')",1
"('reads', 'provided', 'base')",1
"('provided', 'base', 'asked')",1
"('base', 'asked', 'ai')",1
"('asked', 'ai', 'alter')",1
"('ai', 'alter', 'sentances')",1
"('alter', 'sentances', 'celebrities')",1
"('sentances', 'celebrities', 'work')",1
"('celebrities', 'work', 'hard')",1
"('work', 'hard', 'face')",1
"('hard', 'face', 'intense')",1
"('face', 'intense', 'pressure')",1
"('intense', 'pressure', 'comes')",1
"('pressure', 'comes', 'generic')",1
"('comes', 'generic', 'personalistion')",1
"('generic', 'personalistion', 'adds')",1
"('personalistion', 'adds', 'generic')",1
"('adds', 'generic', 'beginner')",1
"('generic', 'beginner', 'let')",1
"('beginner', 'let', 'break')",1
"('let', 'break', 'core')",1
"('break', 'core', 'techniques')",1
"('core', 'techniques', 'let')",1
"('techniques', 'let', 'break')",1
"('let', 'break', 'synonymous')",1
"('break', 'synonymous', 'ai')",1
"('synonymous', 'ai', 'alot')",1
"('ai', 'alot', 'indication')",1
"('alot', 'indication', 'ai')",1
"('indication', 'ai', 'opinion')",1
"('ai', 'opinion', 'seriously')",1
"('opinion', 'seriously', 'addressed')",1
"('seriously', 'addressed', 'main')",1
"('addressed', 'main', 'reason')",1
"('main', 'reason', 'selected')",1
"('reason', 'selected', 'use')",1
"('selected', 'use', 'bullet')",1
"('use', 'bullet', 'points')",1
"('bullet', 'points', 'important')",1
"('points', 'important', 'know')",1
"('important', 'know', 'rights')",1
"('know', 'rights', 'money')",1
"('rights', 'money', 'ai')",1
"('money', 'ai', 'articulates')",1
"('ai', 'articulates', 'steps')",1
"('articulates', 'steps', 'synonymous')",1
"('steps', 'synonymous', 'ai')",1
"('synonymous', 'ai', 'unnecessary')",1
"('ai', 'unnecessary', 'stoppage')",1
"('unnecessary', 'stoppage', 'sentences')",1
"('stoppage', 'sentences', 'areas')",1
"('sentences', 'areas', 'commas')",1
"('areas', 'commas', 'needed')",1
"('commas', 'needed', 'use')",1
"('needed', 'use', 'tapestry')",1
"('use', 'tapestry', 'appears')",1
"('tapestry', 'appears', 'ai')",1
"('appears', 'ai', 'texts')",1
"('ai', 'texts', 'additionally')",1
"('texts', 'additionally', 'flubbing')",1
"('additionally', 'flubbing', 'saying')",1
"('flubbing', 'saying', 'ironically')",1
"('saying', 'ironically', 'write')",1
"('ironically', 'write', 'like')",1
"('write', 'like', 'knows')",1
"('like', 'knows', 'feels')",1
"('knows', 'feels', 'like')",1
"('feels', 'like', 'idea')",1
"('like', 'idea', 'sounds')",1
"('idea', 'sounds', 'like')",1
"('sounds', 'like', 'trying')",1
"('like', 'trying', 'hard')",1
"('trying', 'hard', 'garner')",1
"('hard', 'garner', 'sympathy')",1
"('garner', 'sympathy', 'grammatical')",1
"('sympathy', 'grammatical', 'errors')",1
"('grammatical', 'errors', 'speaker')",1
"('errors', 'speaker', 'miss')",1
"('speaker', 'miss', 'flow')",1
"('miss', 'flow', 'sentences')",1
"('flow', 'sentences', 'feels')",1
"('sentences', 'feels', 'human')",1
"('feels', 'human', 'feels')",1
"('human', 'feels', 'like')",1
"('feels', 'like', 'extract')",1
"('like', 'extract', 'lacking')",1
"('extract', 'lacking', 'information')",1
"('lacking', 'information', 'makes')",1
"('information', 'makes', 'feel')",1
"('makes', 'feel', 'like')",1
"('feel', 'like', 'taken')",1
"('like', 'taken', 'simply')",1
"('taken', 'simply', 'llm')",1
"('simply', 'llm', 'generating')",1
"('llm', 'generating', 'wrong')",1
"('generating', 'wrong', 'information')",1
"('wrong', 'information', 'misunderstood')",1
"('information', 'misunderstood', 'punctuation')",1
"('misunderstood', 'punctuation', 'particularly')",1
"('punctuation', 'particularly', 'feels')",1
"('particularly', 'feels', 'like')",1
"('feels', 'like', 'changed')",1
"('like', 'changed', 'moral')",1
"('changed', 'moral', 'dilemmas')",1
"('moral', 'dilemmas', 'proposes')",1
"('dilemmas', 'proposes', 'clear')",1
"('proposes', 'clear', 'referring')",1
"('clear', 'referring', 'write')",1
"('referring', 'write', 'second')",1
"('write', 'second', 'guess')",1
"('second', 'guess', 'think')",1
"('guess', 'think', 'draw')",1
"('think', 'draw', 'strong')",1
"('draw', 'strong', 'conclusions')",1
"('strong', 'conclusions', 'extract')",1
"('conclusions', 'extract', 'writing')",1
"('extract', 'writing', 'simplistic')",1
"('writing', 'simplistic', 'style')",1
"('simplistic', 'style', 'indicative')",1
"('style', 'indicative', 'ai')",1
"('indicative', 'ai', 'human')",1
"('ai', 'human', 'authorship')",1
"('human', 'authorship', 'honestly')",1
"('authorship', 'honestly', 'idea')",1
"('honestly', 'idea', 'missing')",1
"('idea', 'missing', 'space')",1
"('missing', 'space', 'makes')",1
"('space', 'makes', 'feel')",1
"('makes', 'feel', 'human')",1
"('feel', 'human', 'maybe')",1
"('human', 'maybe', 'ai')",1
"('maybe', 'ai', 'prompted')",1
"('ai', 'prompted', 'thing')",1
"('prompted', 'thing', 'error')",1
"('thing', 'error', 'data')",1
"('error', 'data', 'presentation')",1
"('data', 'presentation', 'pure')",1
"('presentation', 'pure', 'vibes')",1
"('pure', 'vibes', 'offers')",1
"('vibes', 'offers', 'insight')",1
"('offers', 'insight', 'common')",1
"('insight', 'common', 'ai')",1
"('common', 'ai', 'generated')",1
"('ai', 'generated', 'texts')",1
"('generated', 'texts', 'probably')",1
"('texts', 'probably', 'recognise')",1
"('probably', 'recognise', 'open')",1
"('recognise', 'open', 'essays')",1
"('open', 'essays', 'way')",1
"('essays', 'way', 'feels')",1
"('way', 'feels', 'poorly')",1
"('feels', 'poorly', 'written')",1
"('poorly', 'written', 'learning')",1
"('written', 'learning', 'english')",1
"('learning', 'english', 'early')",1
"('english', 'early', 'llm')",1
"('early', 'llm', 'feels')",1
"('llm', 'feels', 'explanatory')",1
"('feels', 'explanatory', 'contains')",1
"('explanatory', 'contains', 'jargon')",1
"('contains', 'jargon', 'audience')",1
"('jargon', 'audience', 'trying')",1
"('audience', 'trying', 'reach')",1
"('trying', 'reach', 'consistent')",1
"('reach', 'consistent', 'human')",1
"('consistent', 'human', 'like')",1
"('human', 'like', 'unnecessarily')",1
"('like', 'unnecessarily', 'verbose')",1
"('unnecessarily', 'verbose', 'hard')",1
"('verbose', 'hard', 'believe')",1
"('hard', 'believe', 'written')",1
"('believe', 'written', 'human')",1
"('written', 'human', 'trying')",1
"('human', 'trying', 'convey')",1
"('trying', 'convey', 'idea')",1
"('convey', 'idea', 'hard')",1
"('idea', 'hard', 'cause')",1
"('hard', 'cause', 'context')",1
"('cause', 'context', 'beginning')",1
"('context', 'beginning', 'incomprehensible')",1
"('beginning', 'incomprehensible', 'terrible')",1
"('incomprehensible', 'terrible', 'human')",1
"('terrible', 'human', 'writer')",1
"('human', 'writer', 'ai')",1
"('writer', 'ai', 'getting')",1
"('ai', 'getting', 'message')",1
"('getting', 'message', 'chose')",1
"('message', 'chose', 'sounded')",1
"('chose', 'sounded', 'morel')",1
"('sounded', 'morel', 'like')",1
"('morel', 'like', 'write')",1
"('like', 'write', 'chose')",1
"('write', 'chose', 'ai')",1
"('chose', 'ai', 'generated')",1
"('ai', 'generated', 'mistakes')",1
"('generated', 'mistakes', 'illogical')",1
"('mistakes', 'illogical', 'writer')",1
"('illogical', 'writer', 'know')",1
"('writer', 'know', 'proper')",1
"('know', 'proper', 'structuring')",1
"('proper', 'structuring', 'commas')",1
"('structuring', 'commas', 'hyphens')",1
"('commas', 'hyphens', 'write')",1
"('hyphens', 'write', 'engine')",1
"('write', 'engine', 'correctly')",1
"('engine', 'correctly', 'human')",1
"('correctly', 'human', 'like')",1
"('human', 'like', 'confusing')",1
"('like', 'confusing', 'structure')",1
"('confusing', 'structure', 'writes')",1
"('structure', 'writes', 'displays')",1
"('writes', 'displays', 'understanding')",1
"('displays', 'understanding', 'referenced')",1
"('understanding', 'referenced', 'texts')",1
"('referenced', 'texts', 'use')",1
"('texts', 'use', 'thanks')",1
"('use', 'thanks', 'instead')",1
"('thanks', 'instead', 'thank')",1
"('instead', 'thank', 'poignant')",1
"('thank', 'poignant', '=')",1
"('poignant', '=', 'human')",1
"('=', 'human', 'appearing')",1
"('human', 'appearing', 'word')",1
"('appearing', 'word', 'prob')",1
"('word', 'prob', 'high')",1
"('prob', 'high', 'change')",1
"('high', 'change', 'ai')",1
"('change', 'ai', 'use')",1
"('ai', 'use', 'citing')",1
"('use', 'citing', 'author')",1
"('citing', 'author', 'capitalised')",1
"('author', 'capitalised', 'letters')",1
"('capitalised', 'letters', 'human')",1
"('letters', 'human', 'word')",1
"('human', 'word', 'artefacts')",1
"('word', 'artefacts', 'explained')",1
"('artefacts', 'explained', 'prob')",1
"('explained', 'prob', 'present')",1
"('prob', 'present', 'training')",1
"('present', 'training', 'data')",1
"('training', 'data', 'explanation')",1
"('data', 'explanation', 'uses')",1
"('explanation', 'uses', 'generic')",1
"('uses', 'generic', 'sentences')",1
"('generic', 'sentences', 'believe')",1
"('sentences', 'believe', 'natural')",1
"('believe', 'natural', 'flow')",1
"('natural', 'flow', 'better')",1
"('flow', 'better', 'let')",1
"('better', 'let', 'dive')",1
"('let', 'dive', 'ai')",1
"('dive', 'ai', 'way')",1
"('ai', 'way', 'cheesy')",1
"('way', 'cheesy', 'overcomplicating')",1
"('cheesy', 'overcomplicating', 'words')",1
"('overcomplicating', 'words', 'sake')",1
"('words', 'sake', 'option')",1
"('sake', 'option', 'sounds')",1
"('option', 'sounds', 'way')",1
"('sounds', 'way', 'generic')",1
"('way', 'generic', 'personal')",1
"('generic', 'personal', 'feel')",1
"('personal', 'feel', 'like')",1
"('feel', 'like', 'song')",1
"('like', 'song', 'mentioned')",1
"('song', 'mentioned', 'twice')",1
"('mentioned', 'twice', 'away')",1
"('twice', 'away', 'use')",1
"('away', 'use', 'word')",1
"('use', 'word', 'delving')",1
"('word', 'delving', 'word')",1
"('delving', 'word', 'body')",1
"('word', 'body', 'present')",1
"('body', 'present', 'additionally')",1
"('present', 'additionally', 'structure')",1
"('additionally', 'structure', 'flows')",1
"('structure', 'flows', 'cohesively')",1
"('flows', 'cohesively', 'tonality')",1
"('cohesively', 'tonality', 'changes')",1
"('tonality', 'changes', 'professional')",1
"('changes', 'professional', 'playful')",1
"('professional', 'playful', 'professional')",1
"('playful', 'professional', 'like')",1
"('professional', 'like', 'human')",1
"('like', 'human', 'write')",1
"('human', 'write', 'text1')",1
"('write', 'text1', 'sounds')",1
"('text1', 'sounds', 'like')",1
"('sounds', 'like', 'spamming')",1
"('like', 'spamming', 'nice')",1
"('spamming', 'nice', 'adjectives')",1
"('nice', 'adjectives', 'corporate')",1
"('adjectives', 'corporate', 'manner')",1
"('corporate', 'manner', 'text2')",1
"('manner', 'text2', 'spelling')",1
"('text2', 'spelling', 'mistake')",1
"('spelling', 'mistake', 'negative')",1
"('mistake', 'negative', 'think')",1
"('negative', 'think', 'unlikely')",1
"('think', 'unlikely', 'llm')",1
"('unlikely', 'llm', 'generate')",1
"('llm', 'generate', 'text1')",1
"('generate', 'text1', 'sounds')",1
"('text1', 'sounds', 'human')",1
"('sounds', 'human', 'sounds')",1
"('sounds', 'like', 'uses')",1
"('like', 'uses', 'conversation')",1
"('uses', 'conversation', 'makes')",1
"('conversation', 'makes', 'ideas')",1
"('makes', 'ideas', 'clear')",1
"('ideas', 'clear', 'text2')",1
"('clear', 'text2', 'uses')",1
"('text2', 'uses', 'esoteric')",1
"('uses', 'esoteric', 'language')",1
"('esoteric', 'language', 'spelling')",1
"('language', 'spelling', 'mistakes')",1
"('spelling', 'mistakes', 'makes')",1
"('mistakes', 'makes', 'believe')",1
"('makes', 'believe', 'human')",1
"('believe', 'human', 'generated')",1
"('human', 'generated', 'weird')",1
"('generated', 'weird', 'word')",1
"('weird', 'word', 'orders')",1
"('word', 'orders', 'sentences')",1
"('orders', 'sentences', 'use')",1
"('sentences', 'use', 'adjectives')",1
"('use', 'adjectives', 'artificial')",1
"('adjectives', 'artificial', 'sounding')",1
"('artificial', 'sounding', 'construct')",1
"('sounding', 'construct', 'sentences')",1
"('construct', 'sentences', 'fluency')",1
"('sentences', 'fluency', 'proper')",1
"('fluency', 'proper', 'specialized')",1
"('proper', 'specialized', 'use')",1
"('specialized', 'use', 'medical')",1
"('use', 'medical', 'terms')",1
"('medical', 'terms', 'body')",1
"('terms', 'body', 'firstly')",1
"('body', 'firstly', 'middle')",1
"('firstly', 'middle', 'sounds')",1
"('middle', 'sounds', 'suspicious')",1
"('sounds', 'suspicious', 'fluency')",1
"('suspicious', 'fluency', 'natural')",1
"('fluency', 'natural', 'use')",1
"('natural', 'use', 'punctuation')",1
"('use', 'punctuation', 'way')",1
"('punctuation', 'way', 'outward')",1
"('way', 'outward', 'biased')",1
"('outward', 'biased', 'family')",1
"('biased', 'family', 'achievement')",1
"('family', 'achievement', 'directed')",1
"('achievement', 'directed', 'person')",1
"('directed', 'person', 'graduating')",1
"('person', 'graduating', 'center')",1
"('graduating', 'center', 'stage')",1
"('center', 'stage', 'case')",1
"('stage', 'case', 'weird')",1
"('case', 'weird', 'start')",1
"('weird', 'start', 'emphasis')",1
"('start', 'emphasis', 'strange')",1
"('emphasis', 'strange', 'use')",1
"('strange', 'use', 'adjectives')",1
"('use', 'adjectives', 'word')",1
"('adjectives', 'word', 'order')",1
"('word', 'order', 'bello')",1
"('order', 'bello', 'sounds')",1
"('bello', 'sounds', 'context')",1
"('sounds', 'context', 'behaviour')",1
"('context', 'behaviour', 'mistake')",1
"('behaviour', 'mistake', 'clearly')",1
"('mistake', 'clearly', 'alltough')",1
"('clearly', 'alltough', 'llms')",1
"('alltough', 'llms', 'capable')",1
"('llms', 'capable', 'adjectives')",1
"('capable', 'adjectives', 'paragraph')",1
"('adjectives', 'paragraph', 'sound')",1
"('paragraph', 'sound', 'sufficiently')",1
"('sound', 'sufficiently', 'natural')",1
"('sufficiently', 'natural', 'somewhat')",1
"('natural', 'somewhat', 'convinced')",1
"('somewhat', 'convinced', 'written')",1
"('convinced', 'written', 'human')",1
"('written', 'human', 'medical')",1
"('human', 'medical', 'studies')",1
"('medical', 'studies', 'like')",1
"('studies', 'like', 'academic')",1
"('like', 'academic', 'papers')",1
"('academic', 'papers', 'written')",1
"('papers', 'written', 'professional')",1
"('written', 'professional', 'manner')",1
"('professional', 'manner', 'llms')",1
"('manner', 'llms', 'largely')",1
"('llms', 'largely', 'trained')",1
"('largely', 'trained', 'humane')",1
"('trained', 'humane', 'bit')",1
"('humane', 'bit', 'accusative')",1
"('bit', 'accusative', 'use')",1
"('accusative', 'use', 'pronouns')",1
"('use', 'pronouns', 'lack')",1
"('pronouns', 'lack', 'humanity')",1
"('lack', 'humanity', 'eg')",1
"('humanity', 'eg', 'pronouns')",1
"('eg', 'pronouns', 'gut')",1
"('pronouns', 'gut', 'feeling')",1
"('feeling', 'gut', 'geeling')",1
"('gut', 'geeling', 'sentences')",1
"('geeling', 'sentences', 'short')",1
"('sentences', 'short', 'tone')",1
"('short', 'tone', 'robotic')",1
"('tone', 'robotic', 'terms')",1
"('robotic', 'terms', 'artificial')",1
"('terms', 'artificial', 'personal')",1
"('artificial', 'personal', 'presented')",1
"('personal', 'presented', 'way')",1
"('presented', 'way', 'showing')",1
"('way', 'showing', 'knowledge')",1
"('showing', 'knowledge', 'topic')",1
"('knowledge', 'topic', 'written')",1
"('topic', 'written', 'technical')",1
